clean_comment,char_length,word_count,sentiment_label,sentiment_score,confidence,prob_positive,prob_neutral,prob_negative
lagi2 alat yg pake indonesia buat israel,40,7,neutral,1,0.5001078,0.009594833,0.5001078,0.49029732
pribadi kek bjorka bkn sndirian tp kek tim g si hhe,51,11,neutral,1,0.8363539,0.029417286,0.8363539,0.13422881
hacker bobol jaring blockchain desentralisasi ga podcast,56,7,neutral,1,0.7159661,0.0010998722,0.7159661,0.28293404
gw suka ngemod apk hacker,25,5,neutral,1,0.86889213,0.1051554,0.86889213,0.025952524
the latest generation of ransomware viruses can paralyze a country s system boss darling nyimak,95,15,neutral,1,0.9805139,0.0023736018,0.9805139,0.017112471
akun bjorka yg pegang,21,4,neutral,1,0.9950316,0.0039038174,0.9950316,0.001064589
alih issu fufufafa ijasah palsu,31,5,neutral,1,0.99114287,0.0024680872,0.99114287,0.0063889995
bjorka org indonesia teks bahasa ai bahasa,42,7,neutral,1,0.9851365,0.004475666,0.9851365,0.010387803
gen z cybereskrim afk,21,4,neutral,1,0.99363106,0.00093820866,0.99363106,0.0054306886
akun fufufafa canda dr hacker indo,34,6,neutral,1,0.983471,0.012157212,0.983471,0.0043718657
buru fufufafa deh,17,3,neutral,1,0.39200526,0.3500611,0.39200526,0.2579336
alih isu demo nih,17,4,neutral,1,0.98760754,0.0016518388,0.98760754,0.010740722
pegasus israel,14,2,neutral,1,0.54265064,0.04891029,0.54265064,0.40843904
alat canggih buat israel indo,29,5,neutral,1,0.66064775,0.27876207,0.66064775,0.060590085
glosarium white black red hats,30,5,neutral,1,0.9712172,0.013101914,0.9712172,0.015680907
akun ml gua nama bjorka tangkap ga yah gua gua,46,10,neutral,1,0.81341445,0.0016561662,0.81341445,0.18492939
polizi t0l0l,12,2,neutral,1,0.71101826,0.13236448,0.71101826,0.15661721
sudomaster watch this podcast another meme of whistleblower regard duke another self claimer meme,97,14,neutral,1,0.9791463,0.013142728,0.9791463,0.0077110217
kepalabapakkau12 buzzer 100 m muncul kaya tuan,46,7,neutral,1,0.52599055,0.0100793345,0.52599055,0.4639301
